anchor_id,positive_id,negative_id
CircleBaseV2_003041118,CircleBaseV2_002837129,CircleBaseV2_002940971
eccDNABase_000150024,eccDNABase_000455476,CircleBaseV2_002873929
eccDNABase_000663539,CircleBaseV2_003030600,eccDNABase_000015351
eccDNABase_000002460,eccDNABase_000913281,eccDNABase_000576239
eccDNABase_000016240,eccDNABase_000570735,eccDNABase_000789018
eccDNABase_000013287,eccDNABase_000015351,eccDNABase_000668674
eccDNABase_000658407,CircleBaseV2_002770117,eccDNABase_000000355
eccDNABase_000012969,eccDNABase_000002346,eccDNABase_000639541
eccDNABase_000903860,CircleBaseV2_002894275,eccDNABase_000014533
eccDNABase_000016036,eccDNABase_000893456,eccDNABase_000889608
eccDNABase_000008878,eccDNABase_000010005,CircleBaseV2_002862670
eccDNABase_000648922,eccDNABase_000836965,CircleBaseV2_001618834
eccDNABase_000014533,eccDNABase_000016080,eccDNABase_000579337
CircleBaseV2_002906824,eccDNABase_000010980,CircleBaseV2_000060635
eccDNABase_000013428,eccDNABase_000015978,CircleBaseV2_003031929
CircleBaseV2_002780240,eccDNABase_000782528,eccDNABase_000015879
CircleBaseV2_002775824,eccDNABase_000604794,eccDNABase_000913326
eccDNABase_000239106,CircleBaseV2_003067344,CircleBaseV2_002831330
eccDNABase_000012533,CircleBaseV2_000004914,eccDNABase_000781931
CircleBaseV2_002895222,CircleBaseV2_000042235,eccDNABase_000455478
eccDNABase_000016168,eccDNABase_000008964,CircleBaseV2_002869126
CircleBaseV2_002830015,CircleBaseV2_002899141,eccDNABase_000015978
eccDNABase_000002829,eccDNABase_000530528,CircleBaseV2_002832265
CircleBaseV2_003067491,eccDNABase_000012985,eccDNABase_000837925
eccDNABase_000874443,eccDNABase_000539646,eccDNABase_000684342
eccDNABase_000912302,eccDNABase_000535696,eccDNABase_000655413
eccDNABase_000436786,eccDNABase_000014820,eccDNABase_000828911
eccDNABase_000443495,eccDNABase_000455454,CircleBaseV2_000034305
eccDNABase_000013321,eccDNABase_000874515,CircleBaseV2_002843223
eccDNABase_000639363,CircleBaseV2_000028618,CircleBaseV2_003068638
eccDNABase_000015247,eccDNABase_000041420,CircleBaseV2_003023172
CircleBaseV2_000046629,eccDNABase_000016203,eccDNABase_000624586
eccDNABase_000014320,CircleBaseV2_003054633,eccDNABase_000725401
eccDNABase_000015879,eccDNABase_000530451,CircleBaseV2_000057298
eccDNABase_000014529,CircleBaseV2_003067607,CircleBaseV2_002872489
eccDNABase_000537361,eccDNABase_000011600,eccDNABase_000600973
CircleBaseV2_003054446,eccDNABase_000530518,eccDNABase_000626504
eccDNABase_000714032,CircleBaseV2_002871636,eccDNABase_000533812
CircleBaseV2_002772179,CircleBaseV2_000025508,CircleBaseV2_003055391
CircleBaseV2_002786216,eccDNABase_000690339,CircleBaseV2_003054497
CircleBaseV2_002856763,eccDNABase_000787436,eccDNABase_000779257
eccDNABase_000204107,eccDNABase_000002212,eccDNABase_000834188
eccDNABase_000438700,eccDNABase_000013733,CircleBaseV2_002773439
CircleBaseV2_002848156,eccDNABase_000803501,eccDNABase_000912802
CircleBaseV2_002811860,eccDNABase_000812540,CircleBaseV2_003067334
eccDNABase_000587714,eccDNABase_000719623,eccDNABase_000009992
CircleBaseV2_002827301,eccDNABase_000694775,CircleBaseV2_003067474
CircleBaseV2_002854041,CircleBaseV2_002870206,eccDNABase_000010014
eccDNABase_000012410,CircleBaseV2_000014788,CircleBaseV2_000017583
eccDNABase_000606445,CircleBaseV2_002789370,CircleBaseV2_001801484
CircleBaseV2_002803620,CircleBaseV2_003032177,eccDNABase_000009992
eccDNABase_000014765,eccDNABase_000015351,CircleBaseV2_003030651
CircleBaseV2_003055451,eccDNABase_000661900,eccDNABase_000008462
eccDNABase_000610047,eccDNABase_000604213,CircleBaseV2_003023036
CircleBaseV2_002853991,CircleBaseV2_002761734,CircleBaseV2_003054892
CircleBaseV2_000007209,CircleBaseV2_000026245,eccDNABase_000573146
CircleBaseV2_002915797,eccDNABase_000516682,eccDNABase_000790629
CircleBaseV2_003068317,eccDNABase_000013449,CircleBaseV2_002837610
CircleBaseV2_002865982,CircleBaseV2_002787497,eccDNABase_000015351
CircleBaseV2_003054447,eccDNABase_000530437,CircleBaseV2_002784596
eccDNABase_000013710,eccDNABase_000538117,eccDNABase_000585785
eccDNABase_000439751,eccDNABase_000442107,CircleBaseV2_002818315
eccDNABase_000575845,eccDNABase_000632569,eccDNABase_000013755
eccDNABase_000896752,eccDNABase_000702612,CircleBaseV2_003054388
eccDNABase_000906933,eccDNABase_000704948,eccDNABase_000015351
eccDNABase_000453927,eccDNABase_000584657,eccDNABase_000530521
eccDNABase_000539574,eccDNABase_000893789,CircleBaseV2_002833993
eccDNABase_000683043,eccDNABase_000844106,eccDNABase_000886781
CircleBaseV2_003036275,CircleBaseV2_003046339,eccDNABase_000100394
CircleBaseV2_002826074,CircleBaseV2_000014285,eccDNABase_000012135
eccDNABase_000810689,eccDNABase_000697138,CircleBaseV2_003005820
eccDNABase_000909960,CircleBaseV2_002770472,eccDNABase_000504588
eccDNABase_000887888,eccDNABase_000012472,CircleBaseV2_002835992
eccDNABase_000843515,eccDNABase_000828253,eccDNABase_000873527
CircleBaseV2_003038972,eccDNABase_000716608,CircleBaseV2_003054448
eccDNABase_000583625,CircleBaseV2_002803614,eccDNABase_000556279
eccDNABase_000014890,eccDNABase_000913262,eccDNABase_000639815
CircleBaseV2_002770082,CircleBaseV2_002839798,eccDNABase_000530261
eccDNABase_000011394,eccDNABase_000013172,CircleBaseV2_002765849
eccDNABase_000657006,CircleBaseV2_002782515,eccDNABase_000537392
CircleBaseV2_002918896,eccDNABase_000886790,CircleBaseV2_000018027
eccDNABase_000015351,eccDNABase_000446521,eccDNABase_000578717
eccDNABase_000836892,eccDNABase_000631010,eccDNABase_000537270
eccDNABase_000659399,eccDNABase_000619219,eccDNABase_000523846
eccDNABase_000016221,eccDNABase_000014577,CircleBaseV2_002832549
CircleBaseV2_000011453,CircleBaseV2_003041580,eccDNABase_000001695
CircleBaseV2_000027315,CircleBaseV2_000062146,eccDNABase_000012591
eccDNABase_000810796,eccDNABase_000599420,eccDNABase_000011670
eccDNABase_000010816,eccDNABase_000543786,eccDNABase_000898243
eccDNABase_000604057,eccDNABase_000786290,CircleBaseV2_003055254
CircleBaseV2_000030298,CircleBaseV2_003041970,CircleBaseV2_000062733
eccDNABase_000912632,eccDNABase_000013482,CircleBaseV2_002834528
eccDNABase_000014315,eccDNABase_000059914,eccDNABase_000654218
eccDNABase_000680645,CircleBaseV2_002795551,eccDNABase_000002191
eccDNABase_000582212,eccDNABase_000649449,eccDNABase_000023684
CircleBaseV2_002860595,CircleBaseV2_002872045,eccDNABase_000455467
CircleBaseV2_000022854,CircleBaseV2_003054444,CircleBaseV2_000060641
eccDNABase_000530455,CircleBaseV2_003006824,CircleBaseV2_002782670
eccDNABase_000605243,CircleBaseV2_002785475,eccDNABase_000010004
eccDNABase_000805507,eccDNABase_000641553,eccDNABase_000438798
eccDNABase_000438756,eccDNABase_000530567,eccDNABase_000648362
eccDNABase_000767237,CircleBaseV2_002770139,eccDNABase_000014529
eccDNABase_000898965,eccDNABase_000627456,CircleBaseV2_003055255
eccDNABase_000803728,eccDNABase_000646917,eccDNABase_000537323
CircleBaseV2_000046555,eccDNABase_000534330,CircleBaseV2_002882475
CircleBaseV2_003068981,eccDNABase_000709682,eccDNABase_000013843
eccDNABase_000535976,eccDNABase_000446282,CircleBaseV2_000020611
eccDNABase_000693480,CircleBaseV2_003046149,eccDNABase_000888317
eccDNABase_000016297,eccDNABase_000016299,eccDNABase_000587404
CircleBaseV2_003024441,eccDNABase_000630892,eccDNABase_000451395
eccDNABase_000455480,eccDNABase_000010016,eccDNABase_000705803
CircleBaseV2_002787685,CircleBaseV2_002771696,eccDNABase_000015317
CircleBaseV2_003002618,CircleBaseV2_002472334,CircleBaseV2_002847412
eccDNABase_000530523,eccDNABase_000014796,CircleBaseV2_002789546
eccDNABase_000800892,CircleBaseV2_000034531,eccDNABase_000015538
eccDNABase_000439547,eccDNABase_000755938,CircleBaseV2_002760668
CircleBaseV2_002785985,CircleBaseV2_002841072,eccDNABase_000012969
eccDNABase_000532609,CircleBaseV2_003054449,eccDNABase_000775835
eccDNABase_000439781,eccDNABase_000013727,CircleBaseV2_000020321
eccDNABase_000443473,eccDNABase_000499951,CircleBaseV2_002802642
CircleBaseV2_002812487,CircleBaseV2_002835885,CircleBaseV2_003054447
eccDNABase_000873588,eccDNABase_000375558,CircleBaseV2_002793710
eccDNABase_000570622,eccDNABase_000010028,eccDNABase_000624255
eccDNABase_000889245,CircleBaseV2_002795804,eccDNABase_000010370
eccDNABase_000013313,eccDNABase_000012877,CircleBaseV2_002824374
CircleBaseV2_001536086,eccDNABase_000537367,eccDNABase_000799469
eccDNABase_000013318,eccDNABase_000873722,CircleBaseV2_000023060
CircleBaseV2_002935750,eccDNABase_000010585,CircleBaseV2_002806010
eccDNABase_000015247,eccDNABase_000013406,eccDNABase_000675471
eccDNABase_000438818,eccDNABase_000009989,eccDNABase_000454316
eccDNABase_000108613,eccDNABase_000530566,eccDNABase_000820667
eccDNABase_000015978,eccDNABase_000438726,eccDNABase_000896982
eccDNABase_000893987,eccDNABase_000012573,CircleBaseV2_002903407
CircleBaseV2_002822743,eccDNABase_000578632,eccDNABase_000016177
eccDNABase_000694361,CircleBaseV2_002782656,eccDNABase_000014529
eccDNABase_000688224,CircleBaseV2_000062155,eccDNABase_000013726
eccDNABase_000016036,eccDNABase_000538220,CircleBaseV2_000012053
eccDNABase_000014529,eccDNABase_000011600,eccDNABase_000716008
eccDNABase_000834186,eccDNABase_000800723,eccDNABase_000451421
CircleBaseV2_002811993,eccDNABase_000802166,eccDNABase_000570006
CircleBaseV2_000028040,eccDNABase_000896168,eccDNABase_000330865
CircleBaseV2_002883173,eccDNABase_000680459,eccDNABase_000549738
CircleBaseV2_002795825,eccDNABase_000575240,eccDNABase_000535978
eccDNABase_000010789,eccDNABase_000015319,CircleBaseV2_002859106
eccDNABase_000639682,CircleBaseV2_002816734,eccDNABase_000012392
CircleBaseV2_003047641,CircleBaseV2_002759809,eccDNABase_000103385
eccDNABase_000679040,eccDNABase_000700515,eccDNABase_000894021
eccDNABase_000002195,eccDNABase_000569363,CircleBaseV2_003040679
eccDNABase_000012375,CircleBaseV2_000022057,CircleBaseV2_002851850
eccDNABase_000631497,CircleBaseV2_003041555,CircleBaseV2_003067343
CircleBaseV2_000037412,eccDNABase_000094421,CircleBaseV2_002861443
eccDNABase_000010605,eccDNABase_000002219,CircleBaseV2_002897557
CircleBaseV2_000042367,eccDNABase_000650377,eccDNABase_000530434
CircleBaseV2_000174397,CircleBaseV2_003055167,CircleBaseV2_002847373
eccDNABase_000013791,eccDNABase_000012396,eccDNABase_000586750
CircleBaseV2_000030485,eccDNABase_000829349,CircleBaseV2_001488250
CircleBaseV2_000022712,eccDNABase_000010984,CircleBaseV2_002761323
CircleBaseV2_000006058,CircleBaseV2_002844245,eccDNABase_000013726
CircleBaseV2_000031436,CircleBaseV2_000009296,eccDNABase_000443496
CircleBaseV2_002870645,CircleBaseV2_002874823,eccDNABase_000537365
eccDNABase_000443494,CircleBaseV2_003055256,eccDNABase_000905983
eccDNABase_000011534,CircleBaseV2_003010654,CircleBaseV2_003043554
eccDNABase_000014469,CircleBaseV2_000043828,eccDNABase_000691671
CircleBaseV2_003023041,eccDNABase_000455444,CircleBaseV2_002864902
eccDNABase_000648377,eccDNABase_000830323,CircleBaseV2_003001760
eccDNABase_000441880,eccDNABase_000449946,CircleBaseV2_002768095
CircleBaseV2_002849369,CircleBaseV2_002892043,eccDNABase_000443484
CircleBaseV2_000006531,eccDNABase_000698242,eccDNABase_000149137
eccDNABase_000873553,eccDNABase_000002500,eccDNABase_000703458
eccDNABase_000889093,eccDNABase_000768490,eccDNABase_000565378
CircleBaseV2_003042105,eccDNABase_000623972,eccDNABase_000439803
eccDNABase_000873608,eccDNABase_000124873,eccDNABase_000657333
eccDNABase_000092567,eccDNABase_000530329,CircleBaseV2_002819166
CircleBaseV2_003067341,eccDNABase_000451418,CircleBaseV2_002902862
eccDNABase_000014008,CircleBaseV2_003055256,eccDNABase_000580256
eccDNABase_000011278,eccDNABase_000014385,eccDNABase_000590017
CircleBaseV2_002897785,CircleBaseV2_002841408,eccDNABase_000893000
CircleBaseV2_000045378,CircleBaseV2_002840896,eccDNABase_000303709
eccDNABase_000405496,eccDNABase_000438798,CircleBaseV2_002868925
eccDNABase_000569758,eccDNABase_000537361,eccDNABase_000699662
eccDNABase_000693521,eccDNABase_000649084,eccDNABase_000455469
eccDNABase_000012919,eccDNABase_000015351,eccDNABase_000707921
CircleBaseV2_000050728,CircleBaseV2_003045159,CircleBaseV2_002990671
eccDNABase_000012134,eccDNABase_000089215,CircleBaseV2_002852067
eccDNABase_000893303,eccDNABase_000573483,eccDNABase_000591239
CircleBaseV2_002554668,eccDNABase_000002212,eccDNABase_000897165
CircleBaseV2_003027631,CircleBaseV2_003028865,CircleBaseV2_000728117
eccDNABase_000538251,eccDNABase_000014038,CircleBaseV2_002849989
eccDNABase_000569327,eccDNABase_000912985,CircleBaseV2_002844714
eccDNABase_000581224,eccDNABase_000834399,eccDNABase_000436648
eccDNABase_000736911,eccDNABase_000874444,eccDNABase_000709451
eccDNABase_000831026,CircleBaseV2_000008215,eccDNABase_000438818
CircleBaseV2_003070356,CircleBaseV2_002842302,CircleBaseV2_000037219
CircleBaseV2_000035974,eccDNABase_000875057,eccDNABase_000441923
CircleBaseV2_002815222,eccDNABase_000808023,CircleBaseV2_003054445
eccDNABase_000015247,CircleBaseV2_003055254,CircleBaseV2_000034149
eccDNABase_000531533,CircleBaseV2_002211746,eccDNABase_000605051
eccDNABase_000011257,eccDNABase_000439096,eccDNABase_000674831
eccDNABase_000014577,eccDNABase_000442095,CircleBaseV2_000054974
eccDNABase_000014577,eccDNABase_000874473,CircleBaseV2_002862471
CircleBaseV2_002810032,CircleBaseV2_002785962,eccDNABase_000874442
eccDNABase_000012688,eccDNABase_000455475,eccDNABase_000801791
eccDNABase_000531154,eccDNABase_000522635,CircleBaseV2_003025510
CircleBaseV2_002827928,eccDNABase_000908107,CircleBaseV2_003054475
eccDNABase_000617741,CircleBaseV2_002786871,eccDNABase_000015978
CircleBaseV2_003010228,eccDNABase_000724805,eccDNABase_000789309
CircleBaseV2_002837277,eccDNABase_000615569,eccDNABase_000518853
eccDNABase_000699670,eccDNABase_000703872,eccDNABase_000513915
eccDNABase_000530424,eccDNABase_000013168,eccDNABase_000592825
eccDNABase_000013700,CircleBaseV2_003054573,CircleBaseV2_002856109
eccDNABase_000448583,eccDNABase_000439677,eccDNABase_000620372
eccDNABase_000719454,CircleBaseV2_002774360,eccDNABase_000748149
CircleBaseV2_000004244,CircleBaseV2_003054447,eccDNABase_000580364
eccDNABase_000831422,CircleBaseV2_002838165,eccDNABase_000525247
eccDNABase_000583581,CircleBaseV2_002869132,eccDNABase_000015978
CircleBaseV2_000016759,CircleBaseV2_002887913,eccDNABase_000530758
CircleBaseV2_003029431,CircleBaseV2_002815444,eccDNABase_000251557
CircleBaseV2_002887639,CircleBaseV2_002888594,CircleBaseV2_002948401
eccDNABase_000902290,eccDNABase_000783460,eccDNABase_000016036
CircleBaseV2_002901470,CircleBaseV2_002873902,CircleBaseV2_003054445
eccDNABase_000874444,eccDNABase_000015888,CircleBaseV2_003028196
eccDNABase_000015029,eccDNABase_000537363,eccDNABase_000602705
CircleBaseV2_002868612,CircleBaseV2_000010288,eccDNABase_000161515
eccDNABase_000029161,eccDNABase_000014222,eccDNABase_000910012
eccDNABase_000640365,CircleBaseV2_002767809,eccDNABase_000000225
eccDNABase_000439417,eccDNABase_000455470,CircleBaseV2_002902316
eccDNABase_000874442,eccDNABase_000535976,CircleBaseV2_000063005
CircleBaseV2_003038916,eccDNABase_000783071,eccDNABase_000015266
CircleBaseV2_003046428,CircleBaseV2_003040245,CircleBaseV2_003023038
eccDNABase_000056585,CircleBaseV2_003023041,eccDNABase_000451754
CircleBaseV2_002898257,eccDNABase_000581510,eccDNABase_000449789
eccDNABase_000512344,eccDNABase_000522796,eccDNABase_000839354
eccDNABase_000817527,eccDNABase_000605672,eccDNABase_000000141
eccDNABase_000013446,eccDNABase_000537184,eccDNABase_000619331
CircleBaseV2_000060834,eccDNABase_000609975,eccDNABase_000439474
eccDNABase_000002460,CircleBaseV2_000010931,eccDNABase_000901198
CircleBaseV2_000040704,CircleBaseV2_002895312,eccDNABase_000016142
eccDNABase_000537311,eccDNABase_000529806,eccDNABase_000693784
CircleBaseV2_002839965,eccDNABase_000662708,eccDNABase_000559439
eccDNABase_000011690,eccDNABase_000015351,CircleBaseV2_003040906
eccDNABase_000842293,CircleBaseV2_002809814,eccDNABase_000539674
eccDNABase_000011831,CircleBaseV2_003067527,CircleBaseV2_002850143
CircleBaseV2_002979630,eccDNABase_000060895,CircleBaseV2_002881766
CircleBaseV2_000062976,eccDNABase_000784476,eccDNABase_000015410
eccDNABase_000002452,CircleBaseV2_003055290,eccDNABase_000607523
eccDNABase_000602004,CircleBaseV2_000019874,CircleBaseV2_003067342
eccDNABase_000442244,eccDNABase_000012969,eccDNABase_000578933
eccDNABase_000626070,eccDNABase_000906956,eccDNABase_000013580
eccDNABase_000767198,CircleBaseV2_002866619,eccDNABase_000010920
CircleBaseV2_003054509,eccDNABase_000016036,eccDNABase_000837056
eccDNABase_000701436,CircleBaseV2_002792721,eccDNABase_000530586
CircleBaseV2_002867655,eccDNABase_000602562,eccDNABase_000379551
eccDNABase_000657106,eccDNABase_000622837,eccDNABase_000569091
eccDNABase_000681275,CircleBaseV2_002875981,eccDNABase_000451418
eccDNABase_000014529,CircleBaseV2_003055103,CircleBaseV2_002810860
eccDNABase_000530508,CircleBaseV2_003054471,eccDNABase_000640099
eccDNABase_000649772,CircleBaseV2_002891438,eccDNABase_000013240
eccDNABase_000455470,CircleBaseV2_000047685,CircleBaseV2_002814903
eccDNABase_000553050,eccDNABase_000912885,CircleBaseV2_003049460
eccDNABase_000912840,eccDNABase_000459881,eccDNABase_000907388
CircleBaseV2_000048015,eccDNABase_000678993,eccDNABase_000015161
eccDNABase_000893534,eccDNABase_000439006,CircleBaseV2_002838452
eccDNABase_000455437,eccDNABase_000519326,eccDNABase_000717825
CircleBaseV2_002875955,CircleBaseV2_000032830,eccDNABase_000570918
eccDNABase_000013726,eccDNABase_000448794,CircleBaseV2_002761150
eccDNABase_000007608,eccDNABase_000886781,eccDNABase_000644459
eccDNABase_000530523,CircleBaseV2_002973047,eccDNABase_000637194
eccDNABase_000013550,CircleBaseV2_003054411,CircleBaseV2_002820241
eccDNABase_000685674,eccDNABase_000797066,eccDNABase_000475935
eccDNABase_000015580,eccDNABase_000014126,eccDNABase_000630570
eccDNABase_000013800,CircleBaseV2_003068608,CircleBaseV2_000009654
eccDNABase_000452615,CircleBaseV2_002824812,eccDNABase_000006434
eccDNABase_000012919,eccDNABase_000015351,CircleBaseV2_003025440
eccDNABase_000815447,eccDNABase_000784262,eccDNABase_000010561
CircleBaseV2_003054884,CircleBaseV2_002993552,CircleBaseV2_002843386
eccDNABase_000589517,CircleBaseV2_002780700,eccDNABase_000197352
eccDNABase_000570462,eccDNABase_000012919,CircleBaseV2_002792998
eccDNABase_000439156,eccDNABase_000569553,CircleBaseV2_000026469
eccDNABase_000012442,eccDNABase_000015351,CircleBaseV2_002841761
eccDNABase_000535978,eccDNABase_000013313,CircleBaseV2_002791745
eccDNABase_000898962,CircleBaseV2_002876630,eccDNABase_000013320
eccDNABase_000010789,eccDNABase_000539156,eccDNABase_000804859
eccDNABase_000906520,CircleBaseV2_003026324,eccDNABase_000438897
eccDNABase_000874443,eccDNABase_000000419,CircleBaseV2_002766029
CircleBaseV2_000024516,CircleBaseV2_002891856,eccDNABase_000465152
CircleBaseV2_000000153,CircleBaseV2_002853705,eccDNABase_000545735
CircleBaseV2_002871094,eccDNABase_000818768,CircleBaseV2_002990679
eccDNABase_000012378,eccDNABase_000006016,CircleBaseV2_002896095
eccDNABase_000519603,eccDNABase_000016004,eccDNABase_000644001
CircleBaseV2_002989218,CircleBaseV2_003023043,eccDNABase_000689333
eccDNABase_000912486,eccDNABase_000009993,eccDNABase_000575493
CircleBaseV2_002767609,eccDNABase_000711857,eccDNABase_000015266
eccDNABase_000519033,eccDNABase_000523875,eccDNABase_000794236
eccDNABase_000014529,eccDNABase_000181477,eccDNABase_000907315
CircleBaseV2_002990661,eccDNABase_000537363,CircleBaseV2_002836679
CircleBaseV2_003067334,eccDNABase_000012497,eccDNABase_000822784
eccDNABase_000786708,CircleBaseV2_000010888,eccDNABase_000493490
eccDNABase_000712556,eccDNABase_000821192,CircleBaseV2_003054444
eccDNABase_000014292,eccDNABase_000035307,eccDNABase_000896502
eccDNABase_000001495,eccDNABase_000089112,eccDNABase_000804167
CircleBaseV2_002762518,eccDNABase_000604730,eccDNABase_000874566
CircleBaseV2_003055255,eccDNABase_000525168,CircleBaseV2_000028813
eccDNABase_000718086,eccDNABase_000831674,eccDNABase_000817642
CircleBaseV2_000049430,eccDNABase_000670030,eccDNABase_000530964
CircleBaseV2_003023036,eccDNABase_000912331,eccDNABase_000593064
CircleBaseV2_002787236,CircleBaseV2_002791200,eccDNABase_000874463
eccDNABase_000643999,eccDNABase_000786782,eccDNABase_000537371
eccDNABase_000845383,CircleBaseV2_000057786,eccDNABase_000013519
eccDNABase_000535978,eccDNABase_000892037,eccDNABase_000811055
eccDNABase_000012184,CircleBaseV2_003055255,eccDNABase_000627929
CircleBaseV2_000053708,CircleBaseV2_003055186,eccDNABase_000824760
eccDNABase_000611994,CircleBaseV2_000018935,eccDNABase_000438693
CircleBaseV2_002870722,CircleBaseV2_002893291,CircleBaseV2_003055255
CircleBaseV2_002994760,eccDNABase_000532168,eccDNABase_000698542
eccDNABase_000463753,eccDNABase_000010213,eccDNABase_000654577
eccDNABase_000606080,CircleBaseV2_000006362,eccDNABase_000436771
eccDNABase_000693423,eccDNABase_000615305,eccDNABase_000523206
CircleBaseV2_003054449,eccDNABase_000015643,CircleBaseV2_002810301
CircleBaseV2_003067344,eccDNABase_000443496,CircleBaseV2_002860558
eccDNABase_000604394,eccDNABase_000700373,eccDNABase_000013350
eccDNABase_000537365,eccDNABase_000008887,CircleBaseV2_000006479
eccDNABase_000013791,eccDNABase_000012703,CircleBaseV2_002897422
CircleBaseV2_002819486,CircleBaseV2_002898727,CircleBaseV2_003067334
eccDNABase_000012919,eccDNABase_000216432,CircleBaseV2_002762526
CircleBaseV2_000005069,eccDNABase_000451357,CircleBaseV2_002874087
eccDNABase_000715116,CircleBaseV2_002781253,eccDNABase_000455433
eccDNABase_000455485,eccDNABase_000436616,CircleBaseV2_003046886
eccDNABase_000874458,eccDNABase_000874442,CircleBaseV2_002901573
eccDNABase_000718990,CircleBaseV2_002829560,eccDNABase_000068737
eccDNABase_000439681,eccDNABase_000817645,eccDNABase_000686556
CircleBaseV2_002825105,eccDNABase_000614199,CircleBaseV2_003054802
eccDNABase_000682709,CircleBaseV2_003049792,CircleBaseV2_003067343
eccDNABase_000678397,eccDNABase_000658365,eccDNABase_000893090
eccDNABase_000009731,eccDNABase_000010007,eccDNABase_000816165
eccDNABase_000653963,CircleBaseV2_000040852,CircleBaseV2_001807754
CircleBaseV2_002843164,eccDNABase_000612847,eccDNABase_000008460
eccDNABase_000015351,eccDNABase_000016036,CircleBaseV2_002845005
eccDNABase_000012609,eccDNABase_000535978,eccDNABase_000899015
eccDNABase_000540257,eccDNABase_000011534,CircleBaseV2_002794244
CircleBaseV2_002826936,eccDNABase_000828655,eccDNABase_000455439
CircleBaseV2_002991556,eccDNABase_000538785,CircleBaseV2_000034401
CircleBaseV2_002990661,eccDNABase_000082161,eccDNABase_000689273
eccDNABase_000674047,eccDNABase_000644051,CircleBaseV2_002990657
eccDNABase_000650197,CircleBaseV2_003049648,eccDNABase_000010016
eccDNABase_000530446,eccDNABase_000570379,CircleBaseV2_002861870
CircleBaseV2_003054363,eccDNABase_000443501,eccDNABase_000829505
CircleBaseV2_000049544,eccDNABase_000600230,eccDNABase_000887390
eccDNABase_000002208,eccDNABase_000012988,eccDNABase_000639567
eccDNABase_000539303,CircleBaseV2_002999584,CircleBaseV2_002800520
eccDNABase_000436648,eccDNABase_000574743,CircleBaseV2_002787411
eccDNABase_000475065,eccDNABase_000014189,CircleBaseV2_002805386
eccDNABase_000875066,eccDNABase_000652932,eccDNABase_000518206
eccDNABase_000671242,eccDNABase_000888964,eccDNABase_000447566
eccDNABase_000011614,eccDNABase_000037367,CircleBaseV2_002762085
eccDNABase_000010928,eccDNABase_000014765,CircleBaseV2_002815927
CircleBaseV2_002890461,CircleBaseV2_000044597,eccDNABase_000015287
CircleBaseV2_002810044,eccDNABase_000800701,CircleBaseV2_000002363
eccDNABase_000896114,CircleBaseV2_000030377,eccDNABase_000008921
CircleBaseV2_000025662,eccDNABase_000596942,eccDNABase_000008788
CircleBaseV2_002774845,CircleBaseV2_002819829,CircleBaseV2_002944891
eccDNABase_000511118,eccDNABase_000451405,eccDNABase_000675600
eccDNABase_000452408,eccDNABase_000818234,eccDNABase_000011182
eccDNABase_000886797,CircleBaseV2_003006688,eccDNABase_000824967
eccDNABase_000887436,eccDNABase_000574611,CircleBaseV2_002859407
eccDNABase_000174573,eccDNABase_000004681,eccDNABase_000700809
eccDNABase_000706556,CircleBaseV2_000037358,CircleBaseV2_003067334
eccDNABase_000696178,eccDNABase_000823563,eccDNABase_000887236
eccDNABase_000586149,CircleBaseV2_002766729,eccDNABase_000504276
CircleBaseV2_002784049,CircleBaseV2_000002676,eccDNABase_000141736
eccDNABase_000015978,eccDNABase_000016036,CircleBaseV2_002850104
CircleBaseV2_000055926,CircleBaseV2_002875708,eccDNABase_000015367
CircleBaseV2_003054445,eccDNABase_000042541,eccDNABase_000655885
eccDNABase_000012392,eccDNABase_000569125,eccDNABase_000654604
CircleBaseV2_001974154,eccDNABase_000530418,eccDNABase_000785499
eccDNABase_000874443,CircleBaseV2_003014344,CircleBaseV2_002772986
eccDNABase_000805469,CircleBaseV2_002762771,CircleBaseV2_003067340
eccDNABase_000010560,eccDNABase_000015351,eccDNABase_000597386
eccDNABase_000446276,eccDNABase_000013344,CircleBaseV2_000053674
eccDNABase_000642059,CircleBaseV2_002823272,eccDNABase_000873556
eccDNABase_000775989,eccDNABase_000011534,eccDNABase_000789967
eccDNABase_000439871,eccDNABase_000570344,eccDNABase_000784972
CircleBaseV2_000000952,eccDNABase_000688849,CircleBaseV2_003054400
eccDNABase_000907620,CircleBaseV2_002888159,eccDNABase_000455480
CircleBaseV2_003054444,CircleBaseV2_003067334,eccDNABase_000813263
eccDNABase_000536463,eccDNABase_000012821,eccDNABase_000627090
eccDNABase_000617456,eccDNABase_000580809,eccDNABase_000016036
eccDNABase_000571388,eccDNABase_000874442,CircleBaseV2_002892775
CircleBaseV2_002767871,eccDNABase_000650512,eccDNABase_000465741
eccDNABase_000531002,eccDNABase_000562268,CircleBaseV2_000059700
CircleBaseV2_002856644,eccDNABase_000843588,eccDNABase_000874444
eccDNABase_000062783,eccDNABase_000063719,eccDNABase_000715394
eccDNABase_000002573,eccDNABase_000892877,CircleBaseV2_002884674
eccDNABase_000574235,eccDNABase_000571285,CircleBaseV2_000028831
CircleBaseV2_002780764,CircleBaseV2_002799589,eccDNABase_000439055
eccDNABase_000438818,CircleBaseV2_000054304,CircleBaseV2_000039237
CircleBaseV2_002829551,eccDNABase_000716723,eccDNABase_000530599
eccDNABase_000455454,eccDNABase_000887359,eccDNABase_000833610
eccDNABase_000002506,eccDNABase_000011473,eccDNABase_000636293
