id,label,disease
CircleBaseV2_002817217,0,Healthy
eccDNABase_000497107,1,Hiv infectious disease
CircleBaseV2_003055262,1,Breast cancer
CircleBaseV2_002786781,0,Healthy
eccDNABase_000447338,1,Colon cancer
CircleBaseV2_003025657,0,Healthy
eccDNABase_000713684,0,Healthy
eccDNABase_000116325,1,Cervical adenocarcinoma
eccDNABase_000887716,1,Dilated cardiomyopathy
CircleBaseV2_003054930,1,Glioblastoma cancer
CircleBaseV2_003003897,1,Stomach
eccDNABase_000022110,1,Cervical adenocarcinoma
eccDNABase_000300008,1,Ovarian cancer
CircleBaseV2_003034434,0,Healthy
eccDNABase_000003148,1,Primary pulmonary hypertension
eccDNABase_000013757,1,Urinary bladder cancer
eccDNABase_000189318,1,Ovarian cancer
CircleBaseV2_000015607,0,Healthy
eccDNABase_000443859,0,Healthy
eccDNABase_000538328,1,Coronary artery disease
eccDNABase_000688706,0,Healthy
eccDNABase_000793553,0,Healthy
eccDNABase_000000997,1,Chronic kidney disease
CircleBaseV2_000034173,0,Healthy
CircleBaseV2_002819321,0,Healthy
eccDNABase_000016153,1,Lung squamous cell cancer
eccDNABase_000484779,1,Hiv infectious disease
CircleBaseV2_003005839,1,Stomach
CircleBaseV2_000045547,1,Hypopharyngeal squamous cell carcinoma
CircleBaseV2_002877623,0,Healthy
eccDNABase_000016139,1,Glioblastoma
eccDNABase_000912238,1,Fetal growth restriction
CircleBaseV2_002961830,1,Colorectal cancer
eccDNABase_000335641,1,Prostate cancer
eccDNABase_000439078,1,Sarcoma
eccDNABase_000706442,0,Healthy
eccDNABase_000628500,0,Healthy
eccDNABase_000556770,1,Stomach cancer
eccDNABase_000812368,0,Healthy
eccDNABase_000912224,1,Fetal growth restriction
eccDNABase_000001445,1,Chronic kidney disease
eccDNABase_000002638,1,Clear cell renal cell carcinoma
CircleBaseV2_003011109,1,Stomach
eccDNABase_000749205,1,Multiple diseases
CircleBaseV2_002870036,0,Healthy
CircleBaseV2_002993920,1,Primary pulmonary hypertension
eccDNABase_000446575,1,Colon cancer
CircleBaseV2_002899561,0,Healthy
CircleBaseV2_002880763,0,Healthy
eccDNABase_000797761,0,Healthy
CircleBaseV2_002857003,0,Healthy
eccDNABase_000542448,1,Stomach cancer
eccDNABase_000531728,1,Melanoma
CircleBaseV2_000054746,1,Cataract
eccDNABase_000821097,0,Healthy
eccDNABase_000795063,0,Healthy
eccDNABase_000439523,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000820078,0,Healthy
CircleBaseV2_002860522,0,Healthy
eccDNABase_000572073,1,Glioblastoma
CircleBaseV2_000051467,1,Cataract
eccDNABase_000815209,0,Healthy
eccDNABase_000819728,0,Healthy
eccDNABase_000015952,1,Sarcoma
eccDNABase_000490095,1,Hiv infectious disease
eccDNABase_000812727,0,Healthy
eccDNABase_000404362,1,Prostate cancer
eccDNABase_000001447,1,Chronic kidney disease
CircleBaseV2_000035958,0,Healthy
CircleBaseV2_002819897,0,Healthy
CircleBaseV2_003033233,0,Healthy
eccDNABase_000873798,1,Glioblastoma
eccDNABase_000894719,1,Neuroblastoma
CircleBaseV2_002885810,0,Healthy
eccDNABase_000584461,0,Healthy
CircleBaseV2_002836525,0,Healthy
eccDNABase_000525256,1,Breast cancer
eccDNABase_000649297,0,Healthy
eccDNABase_000646487,0,Healthy
eccDNABase_000840191,0,Healthy
eccDNABase_000000187,1,Chronic kidney disease
CircleBaseV2_000001362,1,Hypopharyngeal squamous cell carcinoma
eccDNABase_000836820,0,Healthy
eccDNABase_000778744,1,Multiple diseases
eccDNABase_000532276,1,Melanoma
eccDNABase_000441955,1,Caid syndrome
eccDNABase_000598253,0,Healthy
eccDNABase_000451234,1,Colon cancer
eccDNABase_000442286,1,Caid syndrome
CircleBaseV2_003067342,1,Cerebrovascular disease
CircleBaseV2_000003360,0,Healthy
eccDNABase_000585573,0,Healthy
eccDNABase_000604073,0,Healthy
eccDNABase_000450412,1,Colon cancer
eccDNABase_000609936,0,Healthy
eccDNABase_000605009,0,Healthy
eccDNABase_000811778,0,Healthy
CircleBaseV2_002993880,1,Primary pulmonary hypertension
eccDNABase_000487155,1,Hiv infectious disease
CircleBaseV2_002891251,0,Healthy
eccDNABase_000696948,0,Healthy
eccDNABase_000015796,1,Kidney cancer
eccDNABase_000906403,0,Healthy
eccDNABase_000569410,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000913210,1,Fetal growth restriction
eccDNABase_000538616,1,Coronary artery disease
eccDNABase_000807704,0,Healthy
CircleBaseV2_002781977,0,Healthy
CircleBaseV2_000007688,0,Healthy
eccDNABase_000439080,1,Sarcoma
CircleBaseV2_003044669,0,Healthy
eccDNABase_000439229,1,Sarcoma
eccDNABase_000606518,0,Healthy
eccDNABase_000439467,1,Smarca4-deficient sarcoma of thorax
CircleBaseV2_002991834,1,Primary pulmonary hypertension
CircleBaseV2_002902817,0,Healthy
CircleBaseV2_002760586,0,Healthy
CircleBaseV2_000023070,0,Healthy
CircleBaseV2_003019205,1,Stomach
eccDNABase_000570175,1,Branchio-oculo-facial syndrome (bofs)
CircleBaseV2_002810644,0,Healthy
eccDNABase_000009019,1,Hypopharynx cancer
CircleBaseV2_002957528,1,Colorectal cancer
eccDNABase_000012861,1,Breast cancer
eccDNABase_000475878,1,Hiv infectious disease
eccDNABase_000709206,0,Healthy
eccDNABase_000531438,1,Melanoma
eccDNABase_000840221,0,Healthy
eccDNABase_000707527,0,Healthy
CircleBaseV2_000002988,0,Healthy
CircleBaseV2_002807617,0,Healthy
eccDNABase_000840420,0,Healthy
eccDNABase_000510950,1,Leukemia
eccDNABase_000658458,0,Healthy
eccDNABase_000579001,0,Healthy
eccDNABase_000633543,0,Healthy
CircleBaseV2_002793992,0,Healthy
eccDNABase_000628125,0,Healthy
eccDNABase_000539695,1,Coronary artery disease
CircleBaseV2_000015010,1,Hypopharyngeal squamous cell carcinoma
eccDNABase_000530924,1,Neuroblastoma
eccDNABase_000450161,1,Colon cancer
eccDNABase_000498356,1,Hiv infectious disease
CircleBaseV2_000042315,0,Healthy
eccDNABase_000824693,0,Healthy
eccDNABase_000695066,0,Healthy
CircleBaseV2_002774934,0,Healthy
CircleBaseV2_002789244,0,Healthy
eccDNABase_000698523,0,Healthy
eccDNABase_000436791,1,Colon cancer
CircleBaseV2_003055430,1,Breast cancer
CircleBaseV2_003033033,0,Healthy
eccDNABase_000492936,1,Hiv infectious disease
eccDNABase_000912135,1,Fetal growth restriction
eccDNABase_000569127,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000000673,1,Chronic kidney disease
CircleBaseV2_000034005,1,Cataract
eccDNABase_000761819,0,Healthy
CircleBaseV2_003054607,1,Glioblastoma cancer
CircleBaseV2_002912332,1,Colorectal cancer
eccDNABase_000873633,1,Glioblastoma
CircleBaseV2_002844331,0,Healthy
CircleBaseV2_000009810,0,Healthy
eccDNABase_000015225,1,Head and neck cancer
CircleBaseV2_003055263,1,Breast cancer
eccDNABase_000011130,1,Sarcoma
eccDNABase_000693358,0,Healthy
CircleBaseV2_002826923,0,Healthy
eccDNABase_000453129,0,Healthy
CircleBaseV2_003036653,0,Healthy
eccDNABase_000874515,1,Breast cancer
CircleBaseV2_000024446,0,Healthy
eccDNABase_000076092,1,Cervical adenocarcinoma
eccDNABase_000555431,1,Stomach cancer
CircleBaseV2_000043747,1,Hypopharyngeal squamous cell carcinoma
eccDNABase_000663229,0,Healthy
eccDNABase_000613051,0,Healthy
eccDNABase_000688723,0,Healthy
eccDNABase_000790600,0,Healthy
eccDNABase_000171055,1,Prostate cancer
eccDNABase_000002900,1,Clear cell renal cell carcinoma
eccDNABase_000001798,1,Chronic kidney disease
CircleBaseV2_000028986,1,Hypopharyngeal squamous cell carcinoma
CircleBaseV2_003058208,1,Prostate cancer
eccDNABase_000406361,1,Prostate cancer
eccDNABase_000530469,1,Multiple myeloma
eccDNABase_000534079,1,Melanoma
CircleBaseV2_002806180,0,Healthy
eccDNABase_000688314,0,Healthy
eccDNABase_000814317,0,Healthy
eccDNABase_000623385,0,Healthy
eccDNABase_000894644,1,Neuroblastoma
eccDNABase_000512340,1,Hematopoietic cancer
CircleBaseV2_000027428,0,Healthy
CircleBaseV2_002869513,0,Healthy
eccDNABase_000658177,0,Healthy
eccDNABase_000515094,1,Leukemia
CircleBaseV2_002837360,0,Healthy
CircleBaseV2_003068591,1,Dilated cardiomyopathy
eccDNABase_000795234,0,Healthy
eccDNABase_000020882,1,Cervical adenocarcinoma
CircleBaseV2_000016105,0,Healthy
CircleBaseV2_003070867,0,Healthy
eccDNABase_000762893,1,Multiple diseases
eccDNABase_000002332,1,Clear cell renal cell carcinoma
CircleBaseV2_002820863,0,Healthy
CircleBaseV2_003071005,0,Healthy
eccDNABase_000841509,0,Healthy
CircleBaseV2_002796964,0,Healthy
CircleBaseV2_002830287,0,Healthy
CircleBaseV2_002799450,0,Healthy
CircleBaseV2_000036137,0,Healthy
eccDNABase_000728215,1,Multiple diseases
CircleBaseV2_002835367,0,Healthy
eccDNABase_000380428,1,Prostate cancer
CircleBaseV2_000049931,0,Healthy
CircleBaseV2_003070761,0,Healthy
CircleBaseV2_002767041,0,Healthy
CircleBaseV2_002781935,0,Healthy
eccDNABase_000570051,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000818248,0,Healthy
eccDNABase_000518223,1,Leukemia
CircleBaseV2_002763552,0,Healthy
CircleBaseV2_000012420,1,Cataract
CircleBaseV2_003001540,1,Stomach
CircleBaseV2_002879317,0,Healthy
eccDNABase_000689493,0,Healthy
eccDNABase_000913522,1,Fetal growth restriction
eccDNABase_000539194,1,Coronary artery disease
CircleBaseV2_000000286,1,Hypopharyngeal squamous cell carcinoma
eccDNABase_000898239,0,Healthy
CircleBaseV2_003070537,0,Healthy
CircleBaseV2_002820575,0,Healthy
CircleBaseV2_002820887,0,Healthy
eccDNABase_000301616,1,Ovarian cancer
CircleBaseV2_002870081,0,Healthy
CircleBaseV2_002788939,0,Healthy
eccDNABase_000516819,1,Leukemia
eccDNABase_000439502,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000525887,1,Breast cancer
eccDNABase_000905178,0,Healthy
CircleBaseV2_002811561,0,Healthy
eccDNABase_000446314,1,Lung cancer
eccDNABase_000538505,1,Coronary artery disease
eccDNABase_000158410,1,Ovarian cancer
eccDNABase_000474148,1,Hiv infectious disease
eccDNABase_000009762,1,Hypopharynx cancer
eccDNABase_000511617,1,Leukemia
CircleBaseV2_002816398,0,Healthy
eccDNABase_000573419,1,Glioblastoma
eccDNABase_000048917,1,Cervical adenocarcinoma
CircleBaseV2_002840947,0,Healthy
eccDNABase_000525188,1,Breast cancer
eccDNABase_000014539,1,Urinary bladder cancer
CircleBaseV2_002938442,1,Colorectal cancer
CircleBaseV2_002819554,0,Healthy
eccDNABase_000494276,1,Hiv infectious disease
eccDNABase_000014565,1,Skin cancer
CircleBaseV2_003054414,1,Systemic lupus erythematosus
eccDNABase_000634946,0,Healthy
eccDNABase_000675316,0,Healthy
CircleBaseV2_002875749,0,Healthy
eccDNABase_000892970,1,Colorectal adenoma
eccDNABase_000803985,0,Healthy
CircleBaseV2_003044699,0,Healthy
CircleBaseV2_003054625,1,Glioblastoma cancer
eccDNABase_000893007,1,Colorectal adenoma
eccDNABase_000887985,1,Dilated cardiomyopathy
eccDNABase_000439861,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000634277,0,Healthy
eccDNABase_000012811,1,Glioblastoma
eccDNABase_000907087,0,Healthy
eccDNABase_000031480,1,Cervical adenocarcinoma
eccDNABase_000690593,0,Healthy
CircleBaseV2_003047756,0,Healthy
eccDNABase_000800011,0,Healthy
eccDNABase_000461088,1,Hiv infectious disease
eccDNABase_000652555,0,Healthy
CircleBaseV2_003067841,1,Dilated cardiomyopathy
eccDNABase_000442136,1,Caid syndrome
CircleBaseV2_003063530,1,Prostate cancer
CircleBaseV2_000046115,0,Healthy
eccDNABase_000893261,1,Colorectal adenoma
eccDNABase_000013847,1,Lung adenocarcinoma
CircleBaseV2_003044540,0,Healthy
CircleBaseV2_003024290,0,Healthy
CircleBaseV2_000012406,0,Healthy
eccDNABase_000805440,0,Healthy
eccDNABase_000015133,1,Esophageal cancer
eccDNABase_000451476,1,Liver cancer
CircleBaseV2_003054868,1,Glioblastoma cancer
CircleBaseV2_002887023,0,Healthy
eccDNABase_000838995,0,Healthy
CircleBaseV2_002990836,1,Primary pulmonary hypertension
CircleBaseV2_003000300,1,Stomach
eccDNABase_000837619,0,Healthy
eccDNABase_000586915,0,Healthy
eccDNABase_000828919,0,Healthy
eccDNABase_000717215,0,Healthy
eccDNABase_000561964,1,Stomach cancer
eccDNABase_000834381,0,Healthy
eccDNABase_000794163,0,Healthy
eccDNABase_000616250,0,Healthy
CircleBaseV2_002780709,0,Healthy
eccDNABase_000505927,1,Leukemia
CircleBaseV2_002775617,0,Healthy
eccDNABase_000537145,1,Chordoma
eccDNABase_000812162,0,Healthy
eccDNABase_000628313,0,Healthy
eccDNABase_000795995,0,Healthy
CircleBaseV2_003055239,1,Glioblastoma cancer
eccDNABase_000824537,0,Healthy
eccDNABase_000469652,1,Hiv infectious disease
CircleBaseV2_000003242,1,Cataract
eccDNABase_000002640,1,Clear cell renal cell carcinoma
CircleBaseV2_002935666,1,Colorectal cancer
CircleBaseV2_002878780,0,Healthy
eccDNABase_000618906,0,Healthy
eccDNABase_000762498,1,Multiple diseases
CircleBaseV2_002943534,1,Colorectal cancer
eccDNABase_000213606,1,Ovarian cancer
eccDNABase_000000836,1,Chronic kidney disease
CircleBaseV2_002766661,0,Healthy
CircleBaseV2_002872019,0,Healthy
eccDNABase_000893597,1,Colorectal adenoma
eccDNABase_000226902,1,Prostate cancer
eccDNABase_000684832,0,Healthy
CircleBaseV2_003028899,0,Healthy
CircleBaseV2_000023545,0,Healthy
CircleBaseV2_002826159,0,Healthy
eccDNABase_000621151,0,Healthy
eccDNABase_000905060,0,Healthy
eccDNABase_000081567,1,Cervical adenocarcinoma
eccDNABase_000455454,1,Fibrosarcoma
CircleBaseV2_000009650,0,Healthy
CircleBaseV2_002881983,0,Healthy
CircleBaseV2_002923291,1,Colorectal cancer
eccDNABase_000589180,0,Healthy
CircleBaseV2_000028293,0,Healthy
eccDNABase_000460448,1,Hiv infectious disease
CircleBaseV2_002991195,1,Primary pulmonary hypertension
eccDNABase_000439350,1,Neuroblastoma
eccDNABase_000607902,0,Healthy
CircleBaseV2_002818195,0,Healthy
eccDNABase_000562474,1,Stomach cancer
CircleBaseV2_000028788,0,Healthy
eccDNABase_000451366,1,Liver cancer
eccDNABase_000521347,1,Leukemia
CircleBaseV2_002870519,0,Healthy
CircleBaseV2_000000951,0,Healthy
eccDNABase_000016163,1,Esophageal cancer
CircleBaseV2_000013006,1,Cataract
eccDNABase_000756531,1,Multiple diseases
eccDNABase_000655081,0,Healthy
eccDNABase_000538152,1,Coronary artery disease
CircleBaseV2_002812659,0,Healthy
eccDNABase_000536225,1,Glioblastoma
eccDNABase_000014756,1,Head and neck cancer
CircleBaseV2_000042790,0,Healthy
eccDNABase_000874581,1,Breast cancer
eccDNABase_000002286,1,Clear cell renal cell carcinoma
CircleBaseV2_002931104,1,Colorectal cancer
eccDNABase_000570870,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000537220,1,Chordoma
CircleBaseV2_003050425,0,Healthy
eccDNABase_000594680,0,Healthy
eccDNABase_000550849,1,Stomach cancer
CircleBaseV2_002789192,0,Healthy
eccDNABase_000900377,0,Healthy
eccDNABase_000761894,0,Healthy
eccDNABase_000902347,0,Healthy
eccDNABase_000636115,0,Healthy
CircleBaseV2_000034718,1,Hypopharyngeal squamous cell carcinoma
eccDNABase_000652818,0,Healthy
CircleBaseV2_000032696,1,Cataract
CircleBaseV2_003054461,1,Glioblastoma cancer
CircleBaseV2_000037654,1,Hypopharyngeal squamous cell carcinoma
eccDNABase_000714224,0,Healthy
CircleBaseV2_000024997,0,Healthy
eccDNABase_000524558,1,Melanoma
CircleBaseV2_000035220,0,Healthy
eccDNABase_000912522,1,Fetal growth restriction
eccDNABase_000439006,1,Sarcoma
eccDNABase_000615963,0,Healthy
eccDNABase_000913167,1,Fetal growth restriction
eccDNABase_000574530,1,Glioblastoma
eccDNABase_000639106,0,Healthy
CircleBaseV2_002777087,0,Healthy
eccDNABase_000909314,0,Healthy
eccDNABase_000603242,0,Healthy
eccDNABase_000687437,0,Healthy
eccDNABase_000015659,1,Sarcoma
eccDNABase_000525770,1,Breast cancer
eccDNABase_000530326,1,Chordoma
eccDNABase_000538520,1,Coronary artery disease
CircleBaseV2_002866655,0,Healthy
eccDNABase_000569718,1,Branchio-oculo-facial syndrome (bofs)
CircleBaseV2_002875674,0,Healthy
CircleBaseV2_002804494,0,Healthy
eccDNABase_000572337,1,Glioblastoma
eccDNABase_000814264,0,Healthy
eccDNABase_000579841,0,Healthy
eccDNABase_000583226,0,Healthy
eccDNABase_000580892,0,Healthy
CircleBaseV2_000031035,0,Healthy
eccDNABase_000600625,0,Healthy
CircleBaseV2_002769920,0,Healthy
eccDNABase_000587056,0,Healthy
CircleBaseV2_002880742,0,Healthy
eccDNABase_000773476,1,Multiple diseases
CircleBaseV2_002913483,1,Colorectal cancer
eccDNABase_000446624,1,Colon cancer
eccDNABase_000537308,1,Chordoma
eccDNABase_000530518,1,Pancreatic cancer
CircleBaseV2_003054623,1,Glioblastoma cancer
eccDNABase_000260630,1,Ovarian cancer
eccDNABase_000510446,1,Leukemia
eccDNABase_000008155,1,Hypopharynx cancer
eccDNABase_000000778,1,Chronic kidney disease
eccDNABase_000906491,0,Healthy
eccDNABase_000348457,1,Prostate cancer
eccDNABase_000154511,1,Prostate cancer
CircleBaseV2_002858357,0,Healthy
eccDNABase_000000965,1,Chronic kidney disease
eccDNABase_000913257,1,Fetal growth restriction
eccDNABase_000587180,0,Healthy
CircleBaseV2_000035825,0,Healthy
eccDNABase_000066279,1,Lymphoma
eccDNABase_000452817,0,Healthy
eccDNABase_000573060,1,Glioblastoma
CircleBaseV2_003054637,1,Glioblastoma cancer
eccDNABase_000833074,0,Healthy
eccDNABase_000438668,1,Hematopoietic cancer
eccDNABase_000912315,1,Fetal growth restriction
eccDNABase_000570688,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000899535,0,Healthy
eccDNABase_000318044,1,Prostate cancer
eccDNABase_000912295,1,Fetal growth restriction
eccDNABase_000587972,0,Healthy
CircleBaseV2_003068929,1,Dilated cardiomyopathy
CircleBaseV2_002871509,0,Healthy
eccDNABase_000016249,1,Esophageal cancer
eccDNABase_000539350,1,Coronary artery disease
CircleBaseV2_002872264,0,Healthy
eccDNABase_000439843,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000016305,1,Skin cancer
CircleBaseV2_002880661,0,Healthy
CircleBaseV2_002804396,0,Healthy
CircleBaseV2_002892285,0,Healthy
CircleBaseV2_002764009,0,Healthy
CircleBaseV2_003070138,0,Healthy
eccDNABase_000015620,1,Esophageal cancer
eccDNABase_000774694,1,Multiple diseases
eccDNABase_000012290,1,Lung adenocarcinoma
eccDNABase_000585132,0,Healthy
eccDNABase_000800713,0,Healthy
CircleBaseV2_003054670,1,Glioblastoma cancer
eccDNABase_000913425,1,Fetal growth restriction
CircleBaseV2_002813879,0,Healthy
CircleBaseV2_002855924,0,Healthy
eccDNABase_000814813,0,Healthy
CircleBaseV2_002768403,0,Healthy
eccDNABase_000308694,1,Prostate cancer
CircleBaseV2_002787292,0,Healthy
eccDNABase_000874582,1,Breast cancer
eccDNABase_000147392,1,Prostate cancer
eccDNABase_000103068,1,Cervical adenocarcinoma
eccDNABase_000581324,0,Healthy
CircleBaseV2_002656977,1,Gastric cancer
eccDNABase_000001052,1,Chronic kidney disease
eccDNABase_000887878,1,Dilated cardiomyopathy
CircleBaseV2_002763775,0,Healthy
eccDNABase_000597097,0,Healthy
eccDNABase_000007359,1,Hypopharynx cancer
eccDNABase_000451992,0,Healthy
eccDNABase_000658518,0,Healthy
eccDNABase_000836166,0,Healthy
eccDNABase_000696425,0,Healthy
CircleBaseV2_000047824,1,Hypopharyngeal squamous cell carcinoma
eccDNABase_000821415,0,Healthy
CircleBaseV2_002814632,0,Healthy
eccDNABase_000576046,0,Healthy
eccDNABase_000582112,0,Healthy
eccDNABase_000439482,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000594756,0,Healthy
CircleBaseV2_003054371,1,Systemic lupus erythematosus
eccDNABase_000455475,1,Fibrosarcoma
eccDNABase_000537201,1,Chordoma
CircleBaseV2_002869173,0,Healthy
eccDNABase_000001495,1,Chronic kidney disease
eccDNABase_000697600,0,Healthy
CircleBaseV2_002792815,0,Healthy
eccDNABase_000451936,0,Healthy
eccDNABase_000339567,1,Prostate cancer
CircleBaseV2_002828403,0,Healthy
CircleBaseV2_002992353,1,Primary pulmonary hypertension
eccDNABase_000448485,1,Colon cancer
eccDNABase_000284234,1,Ovarian cancer
CircleBaseV2_000054822,0,Healthy
eccDNABase_000016189,1,Sarcoma
eccDNABase_000002247,1,Clear cell renal cell carcinoma
eccDNABase_000811950,0,Healthy
CircleBaseV2_002889550,0,Healthy
CircleBaseV2_003062197,1,Prostate cancer
eccDNABase_000678192,0,Healthy
CircleBaseV2_002890071,0,Healthy
CircleBaseV2_000018306,1,Hypopharyngeal squamous cell carcinoma
CircleBaseV2_002780076,0,Healthy
eccDNABase_000893626,1,Colorectal adenoma
eccDNABase_000605673,0,Healthy
eccDNABase_000459867,1,Hiv infectious disease
eccDNABase_000009063,1,Hypopharynx cancer
eccDNABase_000563625,1,Stomach cancer
CircleBaseV2_000036178,0,Healthy
eccDNABase_000696822,0,Healthy
eccDNABase_000672915,0,Healthy
eccDNABase_000446465,1,Lung cancer
CircleBaseV2_000002329,0,Healthy
CircleBaseV2_002863492,0,Healthy
CircleBaseV2_002890340,0,Healthy
eccDNABase_000637001,0,Healthy
CircleBaseV2_002933808,1,Colorectal cancer
eccDNABase_000874186,1,Glioblastoma
eccDNABase_000196337,1,Ovarian cancer
eccDNABase_000546048,1,Stomach cancer
eccDNABase_000760530,1,Multiple diseases
eccDNABase_000065688,1,Cervical adenocarcinoma
CircleBaseV2_003027834,0,Healthy
eccDNABase_000724823,1,Multiple diseases
eccDNABase_000716518,0,Healthy
CircleBaseV2_000017024,0,Healthy
eccDNABase_000567662,1,Stomach cancer
eccDNABase_000624242,0,Healthy
CircleBaseV2_002845708,0,Healthy
CircleBaseV2_002797670,0,Healthy
eccDNABase_000842392,0,Healthy
eccDNABase_000624374,0,Healthy
CircleBaseV2_003054883,1,Glioblastoma cancer
CircleBaseV2_000055270,0,Healthy
eccDNABase_000563484,1,Stomach cancer
eccDNABase_000008088,1,Hypopharynx cancer
eccDNABase_000438754,1,Hematopoietic cancer
eccDNABase_000695567,0,Healthy
CircleBaseV2_000061869,1,Hypopharyngeal squamous cell carcinoma
CircleBaseV2_002866925,0,Healthy
eccDNABase_000708468,0,Healthy
CircleBaseV2_003033060,0,Healthy
CircleBaseV2_003067797,1,Dilated cardiomyopathy
eccDNABase_000480723,1,Hiv infectious disease
CircleBaseV2_000039880,1,Hypopharyngeal squamous cell carcinoma
eccDNABase_000624064,0,Healthy
eccDNABase_000586912,0,Healthy
eccDNABase_000570894,1,Branchio-oculo-facial syndrome (bofs)
CircleBaseV2_002833076,0,Healthy
CircleBaseV2_002674705,1,Gastric cancer
eccDNABase_000531461,1,Melanoma
eccDNABase_000145891,1,Ovarian cancer
eccDNABase_000002490,1,Clear cell renal cell carcinoma
eccDNABase_000897996,0,Healthy
eccDNABase_000673014,0,Healthy
eccDNABase_000570346,1,Branchio-oculo-facial syndrome (bofs)
eccDNABase_000101641,1,Cervical adenocarcinoma
eccDNABase_000900915,0,Healthy
eccDNABase_000494042,1,Hiv infectious disease
CircleBaseV2_002836492,0,Healthy
eccDNABase_000873922,1,Glioblastoma
eccDNABase_000788339,0,Healthy
eccDNABase_000810550,0,Healthy
eccDNABase_000541016,1,Stomach cancer
CircleBaseV2_002816642,0,Healthy
eccDNABase_000895831,0,Healthy
eccDNABase_000532844,1,Melanoma
CircleBaseV2_002900917,0,Healthy
CircleBaseV2_002787208,0,Healthy
eccDNABase_000671488,0,Healthy
eccDNABase_000345310,1,Prostate cancer
eccDNABase_000836315,0,Healthy
eccDNABase_000010934,1,Esophageal cancer
eccDNABase_000255539,1,Prostate cancer
eccDNABase_000651628,0,Healthy
eccDNABase_000003664,1,Primary pulmonary hypertension
eccDNABase_000067689,1,Lymphoma
eccDNABase_000694401,0,Healthy
CircleBaseV2_002865855,0,Healthy
eccDNABase_000905462,0,Healthy
CircleBaseV2_000046074,1,Cataract
eccDNABase_000806960,0,Healthy
eccDNABase_000661944,0,Healthy
CircleBaseV2_002788920,0,Healthy
CircleBaseV2_003054771,1,Glioblastoma cancer
eccDNABase_000329985,1,Ovarian cancer
eccDNABase_000912865,1,Fetal growth restriction
eccDNABase_000913511,1,Fetal growth restriction
CircleBaseV2_001253465,1,Gastric cancer
eccDNABase_000573944,1,Glioblastoma
eccDNABase_000688433,0,Healthy
CircleBaseV2_002793777,0,Healthy
eccDNABase_000311175,1,Ovarian cancer
eccDNABase_000530859,1,Neuroblastoma
CircleBaseV2_001629501,1,Gastric cancer
eccDNABase_000521722,1,Leukemia
CircleBaseV2_003032752,0,Healthy
eccDNABase_000011534,1,Ewing sarcoma
eccDNABase_000660135,0,Healthy
eccDNABase_000121580,1,Cervical adenocarcinoma
eccDNABase_000002527,1,Clear cell renal cell carcinoma
CircleBaseV2_002826335,0,Healthy
CircleBaseV2_002839225,0,Healthy
eccDNABase_000593645,0,Healthy
CircleBaseV2_000040585,0,Healthy
eccDNABase_000531000,1,Neuroblastoma
eccDNABase_000527050,1,Leukemia
eccDNABase_000532538,1,Melanoma
CircleBaseV2_003046146,0,Healthy
CircleBaseV2_002791137,0,Healthy
CircleBaseV2_003024218,0,Healthy
CircleBaseV2_002797123,0,Healthy
eccDNABase_000536410,1,Glioblastoma
eccDNABase_000512360,1,Hematopoietic cancer
eccDNABase_000011838,1,Sarcoma
CircleBaseV2_003046971,0,Healthy
eccDNABase_000900662,0,Healthy
eccDNABase_000539420,1,Coronary artery disease
CircleBaseV2_002966130,1,Colorectal cancer
CircleBaseV2_000007712,1,Hypopharyngeal squamous cell carcinoma
eccDNABase_000087009,1,Lymphoma
eccDNABase_000009914,1,Lung cancer
eccDNABase_000719076,0,Healthy
eccDNABase_000003614,1,Primary pulmonary hypertension
CircleBaseV2_002826141,0,Healthy
eccDNABase_000014843,1,Esophageal cancer
CircleBaseV2_003055023,1,Glioblastoma cancer
CircleBaseV2_000029336,1,Cataract
eccDNABase_000717567,0,Healthy
eccDNABase_000010760,1,Head and neck cancer
CircleBaseV2_000032263,0,Healthy
eccDNABase_000697561,0,Healthy
CircleBaseV2_002923842,1,Colorectal cancer
eccDNABase_000782814,0,Healthy
CircleBaseV2_003030126,0,Healthy
CircleBaseV2_002883103,0,Healthy
eccDNABase_000844391,0,Healthy
CircleBaseV2_003040494,0,Healthy
eccDNABase_000543969,1,Stomach cancer
CircleBaseV2_003028725,0,Healthy
CircleBaseV2_002859542,0,Healthy
CircleBaseV2_000050388,0,Healthy
eccDNABase_000530565,1,Pancreatic cancer
CircleBaseV2_000060141,0,Healthy
CircleBaseV2_002851597,0,Healthy
eccDNABase_000080500,1,Cervical adenocarcinoma
CircleBaseV2_002877267,0,Healthy
eccDNABase_000428167,1,Prostate cancer
eccDNABase_000439542,1,Smarca4-deficient sarcoma of thorax
eccDNABase_000610619,0,Healthy
eccDNABase_000507741,1,Leukemia
eccDNABase_000002654,1,Clear cell renal cell carcinoma
CircleBaseV2_003050547,0,Healthy
